request_id,request_dt,service_type,priority,expected_minutes,due_dt,status,completed_dt
R0003844,2025-11-29 21:23:13,Housekeeping,Standard,35,2025-11-29 22:42:13,In_Progress,
R0003845,2025-11-29 11:24:59,F&B,Standard,25,2025-11-29 12:51:59,Completed,2025-11-29 12:20:59
R0003846,2025-11-29 19:03:27,Housekeeping,Standard,35,2025-11-29 21:06:27,Completed,2025-11-29 19:58:27
R0003847,2025-11-29 08:11:03,FrontDesk,Standard,12,2025-11-29 10:43:03,Completed,2025-11-29 08:44:03
R0003848,2025-11-29 14:50:49,Housekeeping,Standard,35,2025-11-29 17:05:49,Completed,2025-11-29 16:00:49
R0003849,2025-11-29 16:44:53,F&B,Standard,25,2025-11-29 19:42:53,Completed,2025-11-29 17:20:53
R0003850,2025-11-29 20:34:06,Maintenance,Urgent,30,2025-11-29 21:01:06,Completed,2025-11-29 21:28:06
R0003851,2025-11-29 18:53:00,F&B,Standard,25,2025-11-29 19:53:00,Completed,2025-11-29 19:48:00
R0003852,2025-11-29 15:06:15,F&B,Standard,25,2025-11-29 16:37:15,Completed,2025-11-29 16:04:15
R0003853,2025-11-29 12:24:29,Housekeeping,Standard,35,2025-11-29 14:22:29,Completed,2025-11-29 13:04:29
R0003854,2025-11-29 14:27:43,Housekeeping,Standard,35,2025-11-29 16:31:43,Completed,2025-11-29 15:27:43
R0003855,2025-11-29 17:46:21,FrontDesk,Standard,12,2025-11-29 19:37:21,Completed,2025-11-29 18:14:21
R0003856,2025-11-29 14:40:14,F&B,Standard,25,2025-11-29 16:46:14,Completed,2025-11-29 15:22:14
R0003857,2025-11-29 17:45:15,FrontDesk,Standard,12,2025-11-29 19:40:15,Completed,2025-11-29 18:05:15
R0003858,2025-11-29 15:16:10,Housekeeping,Standard,35,2025-11-29 16:53:10,Completed,2025-11-29 16:19:10
R0003859,2025-11-29 09:47:24,F&B,Standard,25,2025-11-29 12:39:24,Completed,2025-11-29 10:14:24
R0003860,2025-11-29 07:29:11,Housekeeping,Urgent,18,2025-11-29 08:17:11,Completed,2025-11-29 07:52:11
R0003861,2025-11-29 20:29:49,FrontDesk,Standard,12,2025-11-29 23:04:49,Completed,2025-11-29 21:06:49
R0003862,2025-11-29 20:51:16,Maintenance,Urgent,30,2025-11-29 21:25:16,Completed,2025-11-29 21:35:16
R0003863,2025-11-29 20:01:06,Maintenance,Standard,55,2025-11-29 21:01:06,Completed,2025-11-29 21:13:06
R0003864,2025-11-29 13:19:06,F&B,Standard,25,2025-11-29 15:14:06,Completed,2025-11-29 13:54:06
R0003865,2025-11-29 12:21:04,Housekeeping,Urgent,18,2025-11-29 13:05:04,Completed,2025-11-29 12:42:04
R0003866,2025-11-29 22:37:38,Housekeeping,Urgent,18,2025-11-29 23:31:38,Completed,2025-11-29 23:03:38
R0003867,2025-11-29 13:42:26,FrontDesk,Standard,12,2025-11-29 15:36:26,Completed,2025-11-29 14:15:26
R0003868,2025-11-29 20:11:15,Maintenance,Urgent,30,2025-11-29 20:40:15,Completed,2025-11-29 20:41:15
R0003869,2025-11-29 08:26:06,Housekeeping,Standard,35,2025-11-29 09:37:06,Completed,2025-11-29 08:59:06
R0003870,2025-11-29 13:15:53,F&B,Standard,25,2025-11-29 16:11:53,Completed,2025-11-29 13:41:53
R0003871,2025-11-29 13:36:44,F&B,Standard,25,2025-11-29 15:38:44,Completed,2025-11-29 14:32:44
R0003872,2025-11-29 13:53:05,F&B,Standard,25,2025-11-29 16:09:05,Completed,2025-11-29 14:30:05
R0003873,2025-11-29 14:04:56,FrontDesk,Standard,12,2025-11-29 16:08:56,Completed,2025-11-29 14:42:56
R0003874,2025-11-29 19:06:29,Housekeeping,Standard,35,2025-11-29 21:42:29,Completed,2025-11-29 19:34:29
R0003875,2025-11-29 11:58:55,Maintenance,Urgent,30,2025-11-29 12:41:55,Completed,2025-11-29 12:31:55
R0003876,2025-11-29 08:31:39,Housekeeping,Standard,35,2025-11-29 11:12:39,Open,
R0003877,2025-11-29 15:19:43,Maintenance,Urgent,30,2025-11-29 16:17:43,Completed,2025-11-29 16:07:43
R0003878,2025-11-29 14:25:35,FrontDesk,Standard,12,2025-11-29 16:06:35,Completed,2025-11-29 14:54:35
R0003879,2025-11-29 07:23:29,F&B,Standard,25,2025-11-29 09:15:29,Completed,2025-11-29 07:59:29
R0003880,2025-11-29 16:33:59,Housekeeping,Standard,35,2025-11-29 18:22:59,Completed,2025-11-29 17:19:59
R0003881,2025-11-29 20:26:43,Housekeeping,Standard,35,2025-11-29 21:30:43,Completed,2025-11-29 21:08:43
R0003882,2025-11-29 19:10:13,Housekeeping,Standard,35,2025-11-29 21:37:13,Completed,2025-11-29 20:05:13
R0003883,2025-11-29 12:07:10,FrontDesk,Standard,12,2025-11-29 13:42:10,Completed,2025-11-29 12:30:10
R0003884,2025-11-29 08:55:55,Maintenance,Standard,55,2025-11-29 10:40:55,Completed,2025-11-29 10:05:55
R0003885,2025-11-30 16:50:19,FrontDesk,Standard,12,2025-11-30 19:08:19,Completed,2025-11-30 17:08:19
R0003886,2025-11-30 17:52:56,F&B,Standard,25,2025-11-30 19:06:56,Completed,2025-11-30 18:33:56
R0003887,2025-11-30 13:16:29,F&B,Standard,25,2025-11-30 14:16:29,Completed,2025-11-30 13:52:29
R0003888,2025-11-30 12:27:11,Housekeeping,Standard,35,2025-11-30 14:18:11,Completed,2025-11-30 13:14:11
R0003889,2025-11-30 14:24:59,F&B,Standard,25,2025-11-30 15:41:59,Completed,2025-11-30 15:06:59
R0003890,2025-11-30 07:20:51,Housekeeping,Standard,35,2025-11-30 10:17:51,Completed,2025-11-30 08:16:51
R0003891,2025-11-30 17:55:35,F&B,Standard,25,2025-11-30 20:43:35,Completed,2025-11-30 18:25:35
R0003892,2025-11-30 12:44:49,Housekeeping,Standard,35,2025-11-30 15:38:49,Completed,2025-11-30 13:31:49
R0003893,2025-11-30 14:42:21,FrontDesk,Standard,12,2025-11-30 16:23:21,Completed,2025-11-30 15:04:21
R0003894,2025-11-30 07:46:19,FrontDesk,Standard,12,2025-11-30 09:41:19,Completed,2025-11-30 08:14:19
R0003895,2025-11-30 21:27:00,FrontDesk,Standard,12,2025-12-01 00:17:00,Completed,2025-11-30 21:55:00
R0003896,2025-11-30 17:46:36,FrontDesk,Standard,12,2025-11-30 19:08:36,Completed,2025-11-30 18:10:36
R0003897,2025-11-30 18:03:11,F&B,Standard,25,2025-11-30 20:39:11,Completed,2025-11-30 18:38:11
R0003898,2025-11-30 18:57:23,Housekeeping,Standard,35,2025-11-30 20:19:23,Completed,2025-11-30 19:34:23
R0003899,2025-11-30 11:35:49,F&B,Standard,25,2025-11-30 13:20:49,Completed,2025-11-30 11:51:49
R0003900,2025-11-30 19:17:24,F&B,Standard,25,2025-11-30 20:46:24,Completed,2025-11-30 19:54:24
R0003901,2025-11-30 12:11:43,F&B,Standard,25,2025-11-30 13:20:43,Completed,2025-11-30 12:41:43
R0003902,2025-11-30 19:42:57,Housekeeping,Standard,35,2025-11-30 21:44:57,Completed,2025-11-30 20:29:57
R0003903,2025-11-30 19:36:13,Housekeeping,Standard,35,2025-11-30 20:43:13,Completed,2025-11-30 20:24:13
R0003904,2025-11-30 19:48:16,FrontDesk,Standard,12,2025-11-30 21:10:16,Completed,2025-11-30 20:15:16
R0003905,2025-11-30 20:42:51,Maintenance,Standard,55,2025-11-30 22:05:51,Completed,2025-11-30 21:51:51
R0003906,2025-11-30 11:43:19,Housekeeping,Standard,35,2025-11-30 13:11:19,Completed,2025-11-30 12:20:19
R0003907,2025-11-30 20:05:40,F&B,Standard,25,2025-11-30 22:42:40,Completed,2025-11-30 20:25:40
R0003908,2025-11-30 16:35:40,Maintenance,Standard,55,2025-11-30 17:42:40,Open,
R0003909,2025-11-30 19:34:03,FrontDesk,Standard,12,2025-11-30 20:47:03,Completed,2025-11-30 20:11:03
R0003910,2025-11-30 17:26:14,FrontDesk,Standard,12,2025-11-30 19:06:14,Completed,2025-11-30 17:52:14
R0003911,2025-11-30 08:11:50,Housekeeping,Standard,35,2025-11-30 09:12:50,Completed,2025-11-30 08:35:50
R0003912,2025-11-30 11:48:29,F&B,Standard,25,2025-11-30 13:29:29,Completed,2025-11-30 12:53:29
R0003913,2025-11-30 21:57:22,Housekeeping,Standard,35,2025-12-01 00:41:22,Completed,2025-11-30 22:51:22
R0003914,2025-11-30 08:06:46,Housekeeping,Standard,35,2025-11-30 10:49:46,Completed,2025-11-30 08:40:46
R0003915,2025-11-30 12:18:58,Maintenance,Standard,55,2025-11-30 13:25:58,Open,
R0003916,2025-11-30 08:48:29,F&B,Standard,25,2025-11-30 10:33:29,Completed,2025-11-30 09:51:29
R0003917,2025-11-30 19:02:48,Maintenance,Standard,55,2025-11-30 20:50:48,Completed,2025-11-30 19:53:48
R0003918,2025-11-30 12:30:38,Housekeeping,Standard,35,2025-11-30 14:39:38,Completed,2025-11-30 13:03:38
R0003919,2025-11-30 11:57:13,F&B,Urgent,12,2025-11-30 12:25:13,Completed,2025-11-30 12:33:13
R0003920,2025-11-30 08:26:42,Housekeeping,Standard,35,2025-11-30 10:46:42,Completed,2025-11-30 09:23:42
R0003921,2025-11-30 14:10:11,Housekeeping,Standard,35,2025-11-30 16:24:11,Completed,2025-11-30 15:18:11
R0003922,2025-11-30 12:20:54,F&B,Standard,25,2025-11-30 14:04:54,Completed,2025-11-30 13:13:54
R0003923,2025-11-30 10:39:37,Housekeeping,Standard,35,2025-11-30 13:09:37,Completed,2025-11-30 11:10:37
R0003924,2025-11-30 20:48:13,F&B,Standard,25,2025-11-30 22:41:13,Completed,2025-11-30 21:43:13
R0003925,2025-11-30 20:06:49,FrontDesk,Standard,12,2025-11-30 22:18:49,Completed,2025-11-30 20:37:49
R0003926,2025-11-30 20:38:26,FrontDesk,Standard,12,2025-11-30 23:27:26,Completed,2025-11-30 21:02:26
R0003927,2025-11-30 19:22:27,FrontDesk,Standard,12,2025-11-30 22:14:27,Completed,2025-11-30 20:06:27
R0003928,2025-11-30 11:44:12,F&B,Standard,25,2025-11-30 14:36:12,Completed,2025-11-30 12:21:12
R0003929,2025-11-30 11:24:04,F&B,Standard,25,2025-11-30 12:34:04,Completed,2025-11-30 12:22:04
R0003930,2025-11-30 12:30:39,Housekeeping,Standard,35,2025-11-30 14:33:39,Completed,2025-11-30 13:19:39
R0003931,2025-11-30 08:52:52,Housekeeping,Standard,35,2025-11-30 09:57:52,Completed,2025-11-30 09:47:52
R0003932,2025-11-30 08:40:36,F&B,Standard,25,2025-11-30 10:26:36,Completed,2025-11-30 09:34:36
R0003933,2025-11-30 13:47:58,FrontDesk,Standard,12,2025-11-30 16:30:58,Completed,2025-11-30 14:28:58
R0003934,2025-11-30 19:48:29,FrontDesk,Standard,12,2025-11-30 22:30:29,Completed,2025-11-30 20:15:29
R0003935,2025-11-30 19:56:41,Housekeeping,Standard,35,2025-11-30 21:08:41,Completed,2025-11-30 20:46:41
R0003936,2025-11-30 12:29:45,Housekeeping,Urgent,18,2025-11-30 13:07:45,Completed,2025-11-30 12:56:45
R0003937,2025-11-30 14:27:37,Housekeeping,Urgent,18,2025-11-30 14:59:37,Completed,2025-11-30 14:55:37
R0003938,2025-11-30 11:44:02,F&B,Standard,25,2025-11-30 12:45:02,Completed,2025-11-30 12:12:02
R0003939,2025-11-30 21:15:37,Housekeeping,Standard,35,2025-11-30 23:04:37,Completed,2025-11-30 22:04:37
R0003940,2025-11-30 07:22:49,Maintenance,Standard,55,2025-11-30 09:54:49,Completed,2025-11-30 08:34:49
R0003941,2025-11-30 10:29:35,Housekeeping,Standard,35,2025-11-30 13:04:35,Completed,2025-11-30 11:18:35
R0003942,2025-11-30 20:47:12,Maintenance,Urgent,30,2025-11-30 21:30:12,Open,
R0003943,2025-11-30 21:52:03,F&B,Standard,25,2025-11-30 23:55:03,Completed,2025-11-30 22:38:03
R0003944,2025-11-30 22:05:25,F&B,Standard,25,2025-12-01 00:44:25,Completed,2025-11-30 22:59:25
R0003945,2025-11-30 08:20:44,Maintenance,Standard,55,2025-11-30 10:20:44,Completed,2025-11-30 09:32:44
R0003946,2025-11-30 13:33:22,Housekeeping,Standard,35,2025-11-30 16:01:22,Completed,2025-11-30 14:13:22
R0003947,2025-11-30 09:15:56,F&B,Standard,25,2025-11-30 10:44:56,Completed,2025-11-30 10:00:56
R0003948,2025-11-30 09:40:26,F&B,Standard,25,2025-11-30 11:52:26,Completed,2025-11-30 10:30:26
R0003949,2025-11-30 17:39:29,FrontDesk,Standard,12,2025-11-30 19:27:29,Completed,2025-11-30 18:17:29
R0003950,2025-11-30 09:27:15,Housekeeping,Standard,35,2025-11-30 11:04:15,Completed,2025-11-30 10:41:15
R0003951,2025-11-30 15:19:51,Housekeeping,Standard,35,2025-11-30 16:39:51,Completed,2025-11-30 16:00:51
R0003952,2025-11-30 11:15:12,Maintenance,Standard,55,2025-11-30 13:18:12,Completed,2025-11-30 12:43:12
R0003953,2025-11-30 13:48:25,F&B,Standard,25,2025-11-30 15:47:25,Completed,2025-11-30 14:38:25
R0003954,2025-11-30 13:35:10,FrontDesk,Standard,12,2025-11-30 15:23:10,Completed,2025-11-30 13:49:10
R0003955,2025-11-30 22:53:30,F&B,Standard,25,2025-12-01 01:27:30,Completed,2025-11-30 23:40:30
R0003956,2025-11-30 12:06:07,Housekeeping,Standard,35,2025-11-30 14:46:07,Completed,2025-11-30 13:02:07
R0003957,2025-11-30 12:06:15,F&B,Standard,25,2025-11-30 14:58:15,Completed,2025-11-30 12:47:15
R0003958,2025-11-30 21:05:47,Maintenance,Standard,55,2025-11-30 23:24:47,Completed,2025-11-30 22:06:47
R0003959,2025-11-30 14:47:33,F&B,Standard,25,2025-11-30 16:19:33,Completed,2025-11-30 15:34:33
R0003960,2025-11-30 20:51:28,Housekeeping,Standard,35,2025-11-30 22:39:28,Completed,2025-11-30 22:02:28
R0003961,2025-11-30 07:24:54,F&B,Standard,25,2025-11-30 09:10:54,Completed,2025-11-30 08:04:54
R0003962,2025-11-30 16:57:00,Housekeeping,Standard,35,2025-11-30 17:57:00,Completed,2025-11-30 17:41:00
R0003963,2025-11-30 14:05:57,F&B,Urgent,12,2025-11-30 14:46:57,Completed,2025-11-30 14:23:57
R0003964,2025-11-30 14:48:19,Housekeeping,Standard,35,2025-11-30 17:08:19,Completed,2025-11-30 15:34:19
R0003965,2025-11-30 21:47:00,Housekeeping,Standard,35,2025-11-30 23:58:00,Completed,2025-11-30 22:32:00
R0003966,2025-11-30 18:55:18,FrontDesk,Standard,12,2025-11-30 20:31:18,Completed,2025-11-30 19:24:18
R0003967,2025-11-30 20:20:37,F&B,Standard,25,2025-11-30 22:28:37,Completed,2025-11-30 20:55:37
R0003968,2025-11-30 18:11:26,Maintenance,Standard,55,2025-11-30 19:47:26,Completed,2025-11-30 19:47:26
R0003969,2025-11-30 18:27:34,FrontDesk,Standard,12,2025-11-30 19:33:34,Completed,2025-11-30 18:54:34
R0003970,2025-11-30 15:03:05,Housekeeping,Urgent,18,2025-11-30 15:34:05,In_Progress,
R0003971,2025-11-30 16:14:44,Maintenance,Standard,55,2025-11-30 18:20:44,Completed,2025-11-30 17:20:44
R0003972,2025-11-30 14:41:47,FrontDesk,Standard,12,2025-11-30 16:17:47,Completed,2025-11-30 15:19:47
R0003973,2025-11-30 20:02:38,F&B,Standard,25,2025-11-30 22:07:38,Completed,2025-11-30 20:42:38
R0003974,2025-11-30 12:34:47,Housekeeping,Standard,35,2025-11-30 15:12:47,Completed,2025-11-30 12:56:47
R0003975,2025-11-30 16:16:15,F&B,Standard,25,2025-11-30 19:07:15,Completed,2025-11-30 17:05:15
R0003976,2025-11-30 19:15:10,Housekeeping,Standard,35,2025-11-30 21:47:10,Completed,2025-11-30 19:58:10
R0003977,2025-11-30 10:11:50,F&B,Standard,25,2025-11-30 12:12:50,Completed,2025-11-30 10:48:50
R0003978,2025-11-30 19:15:03,Housekeeping,Standard,35,2025-11-30 20:21:03,Completed,2025-11-30 19:47:03
R0003979,2025-11-30 12:23:32,Maintenance,Standard,55,2025-11-30 14:51:32,Completed,2025-11-30 13:30:32
R0003980,2025-11-30 14:21:42,F&B,Standard,25,2025-11-30 15:45:42,Completed,2025-11-30 14:52:42
R0003981,2025-11-30 20:01:03,Housekeeping,Standard,35,2025-11-30 22:34:03,Completed,2025-11-30 20:44:03
R0003982,2025-11-30 10:44:58,Housekeeping,Standard,35,2025-11-30 11:58:58,In_Progress,
R0003983,2025-11-30 13:10:00,Housekeeping,Standard,35,2025-11-30 14:34:00,Completed,2025-11-30 14:07:00
R0003984,2025-11-30 07:16:58,F&B,Standard,25,2025-11-30 10:07:58,Completed,2025-11-30 07:54:58
R0003985,2025-11-30 17:44:20,F&B,Standard,25,2025-11-30 20:39:20,Completed,2025-11-30 18:24:20
R0003986,2025-11-30 10:25:17,FrontDesk,Standard,12,2025-11-30 12:34:17,Completed,2025-11-30 10:52:17
R0003987,2025-11-30 18:49:14,F&B,Urgent,12,2025-11-30 19:23:14,Completed,2025-11-30 19:11:14
R0003988,2025-11-30 08:20:56,F&B,Standard,25,2025-11-30 10:26:56,Completed,2025-11-30 08:48:56
R0003989,2025-11-30 20:54:43,F&B,Standard,25,2025-11-30 23:51:43,Completed,2025-11-30 21:45:43
R0003990,2025-11-30 15:02:20,F&B,Standard,25,2025-11-30 17:34:20,Completed,2025-11-30 15:38:20
R0003991,2025-11-30 10:46:13,Housekeeping,Standard,35,2025-11-30 12:12:13,Completed,2025-11-30 11:35:13
R0003992,2025-11-30 19:41:37,F&B,Standard,25,2025-11-30 22:13:37,Completed,2025-11-30 20:23:37
R0003993,2025-11-30 19:29:03,FrontDesk,Standard,12,2025-11-30 21:49:03,Completed,2025-11-30 20:09:03
R0003994,2025-11-30 16:24:04,F&B,Standard,25,2025-11-30 19:18:04,Completed,2025-11-30 17:08:04
R0003995,2025-11-30 10:25:16,F&B,Standard,25,2025-11-30 12:17:16,In_Progress,
R0003996,2025-11-30 18:14:12,F&B,Standard,25,2025-11-30 20:28:12,Completed,2025-11-30 18:48:12
R0003997,2025-11-30 08:57:34,F&B,Standard,25,2025-11-30 11:39:34,Completed,2025-11-30 09:29:34
R0003998,2025-11-30 16:55:48,F&B,Standard,25,2025-11-30 19:44:48,Open,
R0003999,2025-11-30 21:57:47,Housekeeping,Standard,35,2025-12-01 00:08:47,Completed,2025-11-30 22:45:47
R0004000,2025-11-30 10:13:00,FrontDesk,Standard,12,2025-11-30 12:25:00,Completed,2025-11-30 10:31:00
R0004001,2025-11-30 21:45:53,Maintenance,Standard,55,2025-12-01 00:29:53,Open,
R0004002,2025-11-30 21:19:26,Maintenance,Standard,55,2025-11-30 23:50:26,Completed,2025-11-30 22:52:26
R0004003,2025-11-30 11:43:40,Housekeeping,Standard,35,2025-11-30 13:20:40,Completed,2025-11-30 12:22:40
R0004004,2025-11-30 20:52:32,F&B,Standard,25,2025-11-30 21:52:32,Completed,2025-11-30 21:19:32
R0004005,2025-11-30 19:24:50,FrontDesk,Standard,12,2025-11-30 21:20:50,Completed,2025-11-30 19:52:50
R0004006,2025-11-30 08:12:53,Housekeeping,Urgent,18,2025-11-30 08:27:53,Completed,2025-11-30 08:58:53
R0004007,2025-11-30 21:45:53,Housekeeping,Standard,35,2025-11-30 23:33:53,Completed,2025-11-30 22:24:53
R0004008,2025-11-30 21:21:02,FrontDesk,Standard,12,2025-11-30 23:55:02,Completed,2025-11-30 21:52:02
R0004009,2025-11-30 13:08:09,F&B,Urgent,12,2025-11-30 14:03:09,Completed,2025-11-30 13:24:09
R0004010,2025-11-30 14:46:56,F&B,Standard,25,2025-11-30 15:54:56,Completed,2025-11-30 15:17:56
R0004011,2025-11-30 15:12:11,F&B,Standard,25,2025-11-30 16:29:11,Completed,2025-11-30 15:31:11
R0004012,2025-11-30 14:25:21,Housekeeping,Standard,35,2025-11-30 16:48:21,Completed,2025-11-30 15:32:21
R0004013,2025-11-30 21:33:20,Housekeeping,Urgent,18,2025-11-30 22:17:20,Open,
R0004014,2025-11-30 17:52:42,FrontDesk,Urgent,6,2025-11-30 18:25:42,Completed,2025-11-30 18:10:42
R0004015,2025-11-30 13:00:03,Housekeeping,Standard,35,2025-11-30 14:41:03,Completed,2025-11-30 13:28:03
R0004016,2025-11-30 21:51:39,F&B,Standard,25,2025-12-01 00:50:39,Completed,2025-11-30 22:38:39
R0004017,2025-11-30 19:23:47,Housekeeping,Standard,35,2025-11-30 22:17:47,Completed,2025-11-30 20:21:47
R0004018,2025-11-30 11:12:12,Housekeeping,Standard,35,2025-11-30 14:01:12,Completed,2025-11-30 11:55:12
R0004019,2025-11-30 18:31:24,F&B,Standard,25,2025-11-30 19:57:24,Completed,2025-11-30 19:02:24
R0004020,2025-11-30 19:08:09,Housekeeping,Standard,35,2025-11-30 21:38:09,Completed,2025-11-30 19:44:09
R0004021,2025-11-30 20:14:41,Housekeeping,Standard,35,2025-11-30 21:20:41,Completed,2025-11-30 20:47:41
R0004022,2025-11-30 18:32:55,F&B,Standard,25,2025-11-30 21:26:55,Completed,2025-11-30 18:59:55
R0004023,2025-11-30 07:24:25,Housekeeping,Urgent,18,2025-11-30 08:21:25,Completed,2025-11-30 07:54:25
R0004024,2025-11-30 19:29:55,F&B,Standard,25,2025-11-30 21:26:55,Completed,2025-11-30 19:59:55
R0004025,2025-11-30 11:15:30,Housekeeping,Urgent,18,2025-11-30 12:10:30,Completed,2025-11-30 11:37:30
R0004026,2025-11-30 14:39:25,FrontDesk,Standard,12,2025-11-30 17:00:25,Completed,2025-11-30 15:14:25
R0004027,2025-11-30 09:47:32,Housekeeping,Standard,35,2025-11-30 12:36:32,Completed,2025-11-30 10:36:32
R0004028,2025-11-30 21:39:23,FrontDesk,Standard,12,2025-11-30 23:56:23,Completed,2025-11-30 21:56:23
R0004029,2025-11-30 18:57:11,F&B,Standard,25,2025-11-30 21:41:11,Completed,2025-11-30 19:59:11
R0004030,2025-11-30 19:37:55,F&B,Standard,25,2025-11-30 21:13:55,Completed,2025-11-30 20:22:55
R0004031,2025-11-30 14:58:23,Maintenance,Standard,55,2025-11-30 17:57:23,Completed,2025-11-30 15:48:23
R0004032,2025-11-30 19:55:57,FrontDesk,Standard,12,2025-11-30 22:53:57,Completed,2025-11-30 20:12:57
R0004033,2025-11-30 17:33:44,F&B,Standard,25,2025-11-30 18:43:44,Completed,2025-11-30 18:00:44
R0004034,2025-11-30 16:02:54,F&B,Standard,25,2025-11-30 17:11:54,Completed,2025-11-30 16:43:54
R0004035,2025-11-30 09:53:40,Maintenance,Standard,55,2025-11-30 12:37:40,Completed,2025-11-30 10:54:40
R0004036,2025-11-30 18:23:44,Housekeeping,Urgent,18,2025-11-30 18:50:44,Completed,2025-11-30 18:54:44
R0004037,2025-11-30 22:40:41,Housekeeping,Standard,35,2025-11-30 23:43:41,Completed,2025-11-30 23:16:41
R0004038,2025-11-30 17:14:59,Housekeeping,Urgent,18,2025-11-30 18:08:59,Completed,2025-11-30 17:41:59
R0004039,2025-11-30 11:49:08,FrontDesk,Urgent,6,2025-11-30 12:41:08,Completed,2025-11-30 12:13:08
R0004040,2025-11-30 15:44:48,Housekeeping,Standard,35,2025-11-30 17:54:48,Completed,2025-11-30 16:27:48
R0004041,2025-11-30 13:38:28,FrontDesk,Standard,12,2025-11-30 15:26:28,Completed,2025-11-30 13:52:28
R0004042,2025-11-30 17:59:02,Maintenance,Standard,55,2025-11-30 20:08:02,Completed,2025-11-30 19:01:02
R0004043,2025-11-30 18:06:04,FrontDesk,Standard,12,2025-11-30 20:20:04,Completed,2025-11-30 18:39:04
R0004044,2025-11-30 15:14:00,FrontDesk,Standard,12,2025-11-30 17:06:00,Completed,2025-11-30 15:40:00
R0004045,2025-11-30 18:17:13,Housekeeping,Standard,35,2025-11-30 20:39:13,Completed,2025-11-30 19:19:13
R0004046,2025-11-30 20:22:27,Housekeeping,Standard,35,2025-11-30 23:15:27,Completed,2025-11-30 20:58:27
R0004047,2025-11-30 10:30:56,Maintenance,Standard,55,2025-11-30 12:42:56,Completed,2025-11-30 11:45:56
R0004048,2025-11-30 20:32:23,F&B,Standard,25,2025-11-30 21:32:23,Completed,2025-11-30 21:18:23
R0004049,2025-11-30 16:42:01,Housekeeping,Standard,35,2025-11-30 19:11:01,Completed,2025-11-30 17:21:01
R0004050,2025-11-30 16:23:03,FrontDesk,Standard,12,2025-11-30 19:16:03,Completed,2025-11-30 16:51:03
R0004051,2025-11-30 20:46:04,Housekeeping,Standard,35,2025-11-30 21:57:04,Completed,2025-11-30 21:37:04
R0004052,2025-11-30 13:16:18,Housekeeping,Standard,35,2025-11-30 14:27:18,Completed,2025-11-30 14:17:18
R0004053,2025-11-30 19:49:20,FrontDesk,Standard,12,2025-11-30 22:46:20,Completed,2025-11-30 19:59:20
R0004054,2025-11-30 11:50:03,Housekeeping,Standard,35,2025-11-30 13:55:03,Completed,2025-11-30 12:34:03
R0004055,2025-11-30 17:11:32,Housekeeping,Standard,35,2025-11-30 18:56:32,Completed,2025-11-30 18:08:32
R0004056,2025-11-30 15:25:47,FrontDesk,Standard,12,2025-11-30 17:46:47,Completed,2025-11-30 15:36:47
R0004057,2025-11-30 12:22:19,Housekeeping,Standard,35,2025-11-30 15:12:19,Completed,2025-11-30 13:26:19
R0004058,2025-11-30 08:20:46,Housekeeping,Urgent,18,2025-11-30 08:41:46,Completed,2025-11-30 08:51:46
R0004059,2025-11-30 15:02:29,F&B,Standard,25,2025-11-30 16:23:29,Completed,2025-11-30 15:54:29
R0004060,2025-11-30 15:42:42,FrontDesk,Urgent,6,2025-11-30 15:58:42,Completed,2025-11-30 16:05:42
R0004061,2025-11-30 11:08:09,FrontDesk,Standard,12,2025-11-30 13:28:09,Completed,2025-11-30 11:20:09
R0004062,2025-11-30 12:19:01,FrontDesk,Standard,12,2025-11-30 14:41:01,Completed,2025-11-30 12:48:01
R0004063,2025-11-30 21:28:57,FrontDesk,Standard,12,2025-11-30 22:43:57,Completed,2025-11-30 21:57:57
R0004064,2025-11-30 21:20:50,FrontDesk,Standard,12,2025-12-01 00:17:50,Completed,2025-11-30 21:41:50
R0004065,2025-11-30 17:37:39,FrontDesk,Standard,12,2025-11-30 19:20:39,Completed,2025-11-30 17:54:39
R0004066,2025-11-30 08:50:42,Housekeeping,Standard,35,2025-11-30 11:03:42,Completed,2025-11-30 09:21:42
R0004067,2025-11-30 08:08:29,Housekeeping,Standard,35,2025-11-30 09:46:29,Completed,2025-11-30 09:00:29
R0004068,2025-11-30 13:39:35,F&B,Standard,25,2025-11-30 15:01:35,Completed,2025-11-30 14:18:35
R0004069,2025-11-30 18:22:01,F&B,Standard,25,2025-11-30 20:11:01,Completed,2025-11-30 18:52:01
R0004070,2025-11-30 18:32:32,FrontDesk,Urgent,6,2025-11-30 19:19:32,Completed,2025-11-30 19:06:32
R0004071,2025-11-30 09:38:33,F&B,Standard,25,2025-11-30 11:34:33,Completed,2025-11-30 10:09:33
R0004072,2025-11-30 20:06:54,F&B,Urgent,12,2025-11-30 20:23:54,Completed,2025-11-30 20:20:54
R0004073,2025-11-30 16:55:30,F&B,Standard,25,2025-11-30 19:43:30,Completed,2025-11-30 17:38:30
R0004074,2025-11-30 12:01:32,F&B,Standard,25,2025-11-30 14:02:32,Completed,2025-11-30 12:45:32
R0004075,2025-11-30 21:05:03,FrontDesk,Standard,12,2025-11-30 23:05:03,Completed,2025-11-30 21:39:03
R0004076,2025-11-30 13:58:42,Housekeeping,Urgent,18,2025-11-30 14:32:42,Completed,2025-11-30 14:37:42
R0004077,2025-11-30 16:20:12,F&B,Standard,25,2025-11-30 18:26:12,Completed,2025-11-30 17:15:12
