request_id,staff_id,assigned_dt,completed_dt,actual_minutes
R0004216,S027,2025-12-01 09:37:11,2025-12-01 10:11:11,21.0
R0004217,S008,2025-12-01 08:49:03,2025-12-01 08:51:03,9.0
R0004218,S019,2025-12-01 10:21:55,2025-12-01 11:07:55,28.0
R0004219,S019,2025-12-01 18:36:55,2025-12-01 18:49:55,33.0
R0004220,S024,2025-12-01 07:23:33,2025-12-01 07:38:33,29.0
R0004221,S017,2025-12-01 13:02:10,2025-12-01 13:24:10,36.0
R0004222,S024,2025-12-01 21:53:04,2025-12-01 22:54:04,41.0
R0004223,S003,2025-12-01 10:51:41,2025-12-01 11:16:41,10.0
R0004224,S014,2025-12-01 13:54:26,,
R0004225,S029,2025-12-01 12:05:54,,
R0004226,S015,2025-12-01 16:21:52,2025-12-01 17:10:52,48.0
R0004227,S027,2025-12-01 22:15:47,2025-12-01 22:03:47,21.0
R0004228,S023,2025-12-01 21:00:13,2025-12-01 20:56:13,19.0
R0004229,S029,2025-12-01 15:26:15,2025-12-01 16:22:15,29.0
R0004230,S019,2025-12-01 10:35:03,2025-12-01 10:58:03,40.0
R0004231,S006,2025-12-01 10:47:20,2025-12-01 10:52:20,9.0
R0004232,S003,2025-12-01 19:02:20,,
R0004233,S029,2025-12-01 18:39:48,2025-12-01 18:45:48,22.0
R0004234,S018,2025-12-01 19:57:05,2025-12-01 20:42:05,31.0
R0004235,S029,2025-12-01 21:25:31,2025-12-01 21:26:31,29.0
R0004236,S007,2025-12-01 19:08:33,2025-12-01 19:42:33,48.0
R0004237,S029,2025-12-01 12:11:03,2025-12-01 12:39:03,25.0
R0004238,S008,2025-12-01 14:24:12,,
R0004239,S029,2025-12-01 14:50:35,2025-12-01 15:40:35,39.0
R0004240,S017,2025-12-01 17:02:25,2025-12-01 17:17:25,40.0
R0004241,S003,2025-12-01 09:59:32,2025-12-01 10:00:32,10.0
R0004242,S003,2025-12-01 22:28:20,,
R0004243,S033,2025-12-01 20:56:59,2025-12-01 21:30:59,32.0
R0004244,S029,2025-12-01 17:53:55,2025-12-01 18:29:55,22.0
R0004245,S034,2025-12-01 11:56:31,2025-12-01 12:28:31,26.0
R0004246,S014,2025-12-01 12:56:18,2025-12-01 13:15:18,39.0
R0004247,S007,2025-12-01 21:48:14,2025-12-01 21:46:14,14.0
R0004248,S012,2025-12-01 21:12:29,2025-12-01 21:22:29,45.0
R0004249,S006,2025-12-01 21:25:43,2025-12-01 21:22:43,16.0
R0004250,S024,2025-12-01 22:41:28,2025-12-01 22:31:28,22.0
R0004251,S016,2025-12-01 14:53:35,2025-12-01 15:49:35,36.0
R0004252,S027,2025-12-01 11:41:02,2025-12-01 11:52:02,21.0
R0004253,S007,2025-12-01 15:14:27,2025-12-01 15:16:27,7.0
R0004254,S023,2025-12-01 21:35:32,2025-12-01 21:40:32,16.0
R0004255,S020,2025-12-01 18:47:22,2025-12-01 18:43:22,39.0
R0004256,S019,2025-12-01 17:26:33,2025-12-01 17:54:33,37.0
R0004257,S006,2025-12-01 21:28:35,2025-12-01 21:53:35,14.0
R0004258,S023,2025-12-01 21:59:34,2025-12-01 22:21:34,21.0
R0004259,S014,2025-12-01 13:59:16,2025-12-01 14:23:16,27.0
R0004260,S029,2025-12-01 12:19:36,2025-12-01 12:28:36,25.0
R0004261,S034,2025-12-01 09:12:37,2025-12-01 09:30:37,17.0
R0004262,S006,2025-12-01 20:38:51,2025-12-01 20:37:51,11.0
R0004263,S003,2025-12-01 22:42:44,2025-12-01 22:33:44,12.0
R0004264,S034,2025-12-01 07:44:39,2025-12-01 08:21:39,23.0
R0004265,S017,2025-12-01 14:45:34,2025-12-01 15:02:34,35.0
R0004266,S004,2025-12-01 09:41:36,2025-12-01 10:08:36,17.0
R0004267,S016,2025-12-01 20:34:34,2025-12-01 20:40:34,30.0
R0004268,S012,2025-12-01 17:31:59,2025-12-01 18:27:59,46.0
R0004269,S027,2025-12-01 12:05:26,2025-12-01 12:38:26,22.0
R0004270,S004,2025-12-01 13:51:44,2025-12-01 13:48:44,15.0
R0004271,S014,2025-12-01 19:47:39,,
R0004272,S008,2025-12-01 21:34:58,,
R0004273,S008,2025-12-01 17:14:19,2025-12-01 17:53:19,53.0
R0004274,S003,2025-12-01 20:08:43,2025-12-01 20:26:43,14.0
R0004275,S020,2025-12-01 21:46:55,2025-12-01 22:09:55,33.0
R0004276,S007,2025-12-01 10:27:11,2025-12-01 10:29:11,10.0
R0004277,S020,2025-12-01 08:17:18,,42.0
R0004278,S034,2025-12-01 20:10:46,2025-12-01 20:35:46,35.0
R0004279,S003,2025-12-01 20:38:46,2025-12-01 20:27:46,4.0
R0004280,S030,2025-12-01 14:04:33,2025-12-01 13:50:33,28.0
R0004281,S008,2025-12-01 14:43:29,2025-12-01 14:22:29,9.0
R0004282,S012,2025-12-01 21:11:24,2025-12-01 21:38:24,20.0
R0004283,S006,2025-12-01 22:11:39,2025-12-01 22:31:39,11.0
R0004284,S003,2025-12-01 14:57:20,,
R0004285,S016,2025-12-01 17:26:47,2025-12-01 18:15:47,37.0
R0004286,S014,2025-12-01 20:46:43,2025-12-01 21:18:43,30.0
R0004287,S014,2025-12-01 07:27:02,2025-12-01 08:23:02,43.0
R0004288,S018,2025-12-01 19:49:39,2025-12-01 19:50:39,13.0
R0004289,S003,2025-12-01 12:32:56,2025-12-01 12:42:56,15.0
R0004290,S016,2025-12-01 13:44:40,2025-12-01 14:12:40,35.0
R0004291,S004,2025-12-01 22:09:15,2025-12-01 22:03:15,6.0
R0004292,S027,2025-12-01 20:22:56,2025-12-01 21:05:56,34.0
R0004293,S023,2025-12-01 19:24:25,2025-12-01 19:23:25,27.0
R0004294,S033,2025-12-01 19:24:04,2025-12-01 19:28:04,16.0
R0004295,S003,2025-12-01 10:27:56,2025-12-01 10:50:56,11.0
R0004296,S008,2025-12-01 15:00:31,2025-12-01 15:31:31,10.0
R0004297,S004,2025-12-01 10:46:08,2025-12-01 10:31:08,14.0
R0004298,S015,2025-12-01 19:05:16,2025-12-01 19:13:16,29.0
R0004299,S015,2025-12-01 19:42:18,2025-12-01 20:54:18,46.0
R0004300,S034,2025-12-01 18:23:52,2025-12-01 18:36:52,21.0
R0004301,S030,2025-12-01 11:23:29,,
R0004302,S034,2025-12-01 13:18:43,2025-12-01 13:51:43,22.0
R0004303,S023,2025-12-01 12:28:58,2025-12-01 12:49:58,19.0
R0004304,S024,2025-12-01 13:08:06,2025-12-01 13:26:06,26.0
R0004305,S027,2025-12-01 15:06:09,2025-12-01 15:26:09,23.0
R0004306,S015,2025-12-01 14:54:54,2025-12-01 14:59:54,16.0
R0004307,S003,2025-12-01 16:54:16,2025-12-01 17:03:16,9.0
R0004308,S018,2025-12-01 11:16:34,,
R0004309,S015,2025-12-01 21:54:43,2025-12-01 22:32:43,40.0
R0004310,S016,2025-12-01 10:24:41,2025-12-01 10:25:41,23.0
R0004311,S006,2025-12-01 14:23:49,2025-12-01 14:01:49,9.0
R0004312,S006,2025-12-01 15:56:18,2025-12-01 15:49:18,17.0
R0004313,S012,2025-12-01 16:12:18,2025-12-01 16:06:18,33.0
R0004314,S034,2025-12-01 12:40:27,2025-12-01 13:13:27,35.0
R0004315,S012,2025-12-01 10:32:59,2025-12-01 10:55:59,46.0
R0004316,S017,2025-12-01 22:16:58,2025-12-01 22:38:58,30.0
R0004317,S018,2025-12-01 21:13:14,2025-12-01 21:43:14,39.0
R0004318,S015,2025-12-01 08:21:13,2025-12-01 08:58:13,42.0
R0004319,S029,2025-12-01 14:45:48,2025-12-01 14:57:48,20.0
R0004320,S019,2025-12-01 10:34:40,2025-12-01 11:03:40,17.0
R0004321,S018,2025-12-01 21:30:10,2025-12-01 22:20:10,35.0
R0004322,S020,2025-12-01 18:04:07,2025-12-01 18:19:07,19.0
R0004323,S023,2025-12-01 16:46:39,2025-12-01 17:06:39,30.0
R0004324,S034,2025-12-01 20:10:09,2025-12-01 20:30:09,28.0
R0004325,S033,2025-12-01 19:52:39,2025-12-01 19:46:39,22.0
R0004326,S003,2025-12-01 11:39:30,2025-12-01 11:37:30,10.0
R0004327,S003,2025-12-01 20:17:27,2025-12-01 20:18:27,11.0
R0004328,S033,2025-12-01 19:26:35,2025-12-01 19:44:35,28.0
R0004329,S015,2025-12-01 08:50:15,2025-12-01 09:23:15,35.0
R0004330,S034,2025-12-01 19:31:18,2025-12-01 20:03:18,24.0
R0004331,S024,2025-12-01 13:47:18,2025-12-01 13:27:18,22.0
R0004332,S020,2025-12-01 07:51:50,2025-12-01 08:28:50,41.0
R0004333,S007,2025-12-01 20:34:35,2025-12-01 20:26:35,8.0
R0004334,S008,2025-12-01 18:31:43,2025-12-01 18:46:43,10.0
R0004335,S017,2025-12-01 08:15:52,2025-12-01 08:40:52,39.0
R0004336,S020,2025-12-01 10:57:02,2025-12-01 11:36:02,39.0
R0004337,S007,2025-12-01 08:34:33,2025-12-01 08:50:33,41.0
R0004338,S008,2025-12-01 12:31:25,2025-12-01 12:21:25,13.0
R0004339,S016,2025-12-01 22:04:14,2025-12-01 22:43:14,33.0
R0004340,S029,2025-12-01 14:56:37,2025-12-01 15:16:37,24.0
R0004341,S016,2025-12-01 21:00:10,,
R0004342,S029,2025-12-01 21:18:27,2025-12-01 21:55:27,21.0
R0004343,S017,2025-12-01 18:02:48,,
R0004344,S007,2025-12-01 20:22:32,2025-12-01 20:22:32,13.0
R0004345,S020,2025-12-01 21:54:49,2025-12-01 22:17:49,40.0
R0004346,S018,2025-12-01 13:34:25,2025-12-01 14:13:25,-39.0
R0004347,S015,2025-12-01 16:28:09,2025-12-01 16:52:09,26.0
R0004348,S020,2025-12-01 20:20:16,2025-12-01 21:06:16,29.0
R0004349,S020,2025-12-01 13:43:18,2025-12-01 14:08:18,28.0
R0004350,S003,2025-12-01 14:11:26,2025-12-01 14:58:26,57.0
R0004351,S015,2025-12-01 13:59:00,,
R0004352,S020,2025-12-01 21:34:50,2025-12-01 22:16:50,35.0
R0004353,S004,2025-12-01 21:18:30,2025-12-01 22:23:30,73.0
R0004354,S007,2025-12-01 13:25:30,2025-12-01 13:32:30,15.0
R0004355,S012,2025-12-01 13:08:15,,
R0004356,S006,2025-12-01 15:18:33,2025-12-01 15:31:33,11.0
R0004357,S024,2025-12-01 14:51:20,2025-12-01 14:35:20,14.0
R0004358,S027,2025-12-01 11:44:57,2025-12-01 11:33:57,11.0
R0004359,S023,2025-12-01 11:57:44,2025-12-01 12:21:44,22.0
R0004360,S023,2025-12-01 08:16:35,2025-12-01 08:40:35,17.0
R0004361,S004,2025-12-01 07:37:22,2025-12-01 07:39:22,10.0
R0004362,S034,2025-12-01 18:47:29,2025-12-01 19:28:29,21.0
R0004363,S014,2025-12-01 12:23:27,2025-12-01 12:40:27,40.0
R0004364,S014,2025-12-01 11:39:33,2025-12-01 11:44:33,20.0
R0004365,S007,2025-12-01 20:55:48,2025-12-01 20:54:48,8.0
R0004366,S017,2025-12-01 10:42:03,2025-12-01 11:06:03,35.0
R0004367,S006,2025-12-01 23:24:34,2025-12-01 23:39:34,55.0
R0004368,S007,2025-12-01 10:19:04,2025-12-01 11:12:04,76.0
R0004369,S019,2025-12-01 21:11:41,2025-12-01 21:36:41,34.0
R0004370,S014,2025-12-01 09:45:00,2025-12-01 09:54:00,21.0
R0004371,S017,2025-12-01 11:40:29,2025-12-01 12:29:29,32.0
R0004372,S003,2025-12-01 15:33:04,2025-12-01 15:04:04,6.0
R0004373,S029,2025-12-01 11:05:26,2025-12-01 11:40:26,25.0
R0004374,S007,2025-12-01 09:35:17,2025-12-01 09:29:17,17.0
R0004375,S006,2025-12-01 20:23:48,,
R0004376,S008,2025-12-01 19:59:42,2025-12-01 19:59:42,10.0
R0004377,S019,2025-12-01 12:58:49,2025-12-01 13:43:49,43.0
R0004378,S019,2025-12-01 14:48:05,2025-12-01 15:24:05,40.0
R0004379,S014,2025-12-01 21:42:14,2025-12-01 21:58:14,18.0
R0004380,S003,2025-12-01 11:26:46,2025-12-01 12:27:46,71.0
R0004381,S008,2025-12-01 11:22:54,,
R0004382,S029,2025-12-01 14:36:26,2025-12-01 15:14:26,26.0
R0004383,S003,2025-12-01 21:34:53,2025-12-01 21:59:53,58.0
R0004384,S006,2025-12-01 10:30:26,,
R0004385,S003,2025-12-01 20:27:05,2025-12-01 21:03:05,58.0
R0004386,S007,2025-12-01 07:06:13,2025-12-01 07:18:13,10.0
R0004387,S008,2025-12-01 10:09:24,2025-12-01 10:09:24,11.0
R0004388,S012,2025-12-01 21:17:38,2025-12-01 21:41:38,27.0
R0004389,S008,2025-12-01 13:12:09,2025-12-01 13:57:09,31.0
R0004390,S018,2025-12-01 19:33:40,2025-12-01 19:44:40,23.0
R0004391,S006,2025-12-01 20:08:08,2025-12-01 21:06:08,67.0
R0004392,S027,2025-12-01 23:04:08,2025-12-01 23:24:08,26.0
R0004393,S014,2025-12-01 22:16:22,2025-12-01 22:53:22,43.0
R0004394,S023,2025-12-01 19:58:54,2025-12-01 19:44:54,16.0
R0004395,S016,2025-12-01 20:37:27,2025-12-01 21:23:27,31.0
R0004396,S015,2025-12-01 12:42:43,2025-12-01 13:15:43,32.0
R0004397,S030,2025-12-01 08:09:09,2025-12-01 08:35:09,37.0
R0004398,S024,2025-12-01 18:44:29,2025-12-01 18:55:29,27.0
R0004399,S007,2025-12-01 13:55:24,2025-12-01 14:02:24,12.0
R0004400,S008,2025-12-01 14:05:43,,
R0004401,S023,2025-12-01 15:43:22,,23.0
R0004402,S017,2025-12-01 07:28:09,2025-12-01 08:30:09,36.0
R0004403,S017,2025-12-01 16:58:44,2025-12-01 17:27:44,45.0
R0004404,S029,2025-12-01 13:51:15,2025-12-01 13:52:15,21.0
R0004405,S024,2025-12-01 19:13:49,2025-12-01 19:29:49,22.0
R0004406,S030,2025-12-01 09:15:31,2025-12-01 10:11:31,29.0
R0004407,S020,2025-12-01 14:25:53,2025-12-01 14:45:53,33.0
R0004408,S034,2025-12-01 21:44:21,,
R0004409,S006,2025-12-01 21:33:35,,
R0004410,S016,2025-12-01 09:22:57,2025-12-01 09:28:57,45.0
R0004411,S014,2025-12-01 23:26:22,2025-12-01 23:41:22,34.0
R0004412,S003,2025-12-01 11:53:42,2025-12-01 11:38:42,9.0
R0004413,S034,2025-12-01 15:08:26,2025-12-01 15:33:26,24.0
R0004414,S018,2025-12-01 21:45:05,2025-12-01 22:15:05,38.0
R0004415,S024,2025-12-01 08:14:09,2025-12-01 08:03:09,28.0
R0004416,S004,2025-12-01 13:55:03,,69.0
R0004417,S008,2025-12-01 21:58:34,2025-12-01 22:17:34,10.0
R0004418,S018,2025-12-01 15:59:26,2025-12-01 16:27:26,51.0
R0004419,S020,2025-12-01 19:32:26,2025-12-01 20:17:26,28.0
R0004420,S016,2025-12-01 20:26:31,2025-12-01 20:41:31,29.0
R0004421,S008,2025-12-01 14:01:26,2025-12-01 14:10:26,16.0
R0004422,S008,2025-12-01 12:03:36,2025-12-01 11:59:36,11.0
R0004423,S017,2025-12-01 12:36:05,2025-12-01 12:28:05,26.0
R0004424,S030,2025-12-01 14:51:36,,
R0004425,S020,2025-12-01 15:12:21,2025-12-01 15:29:21,30.0
R0004426,S033,2025-12-01 13:07:04,2025-12-01 12:54:04,20.0
R0004427,S008,2025-12-02 07:38:11,2025-12-02 08:31:11,65.0
R0004428,S005,2025-12-02 23:23:36,2025-12-02 23:10:36,13.0
R0004429,S006,2025-12-02 20:40:56,2025-12-02 20:33:56,12.0
R0004430,S017,2025-12-02 09:25:10,2025-12-02 09:54:10,47.0
R0004431,S006,2025-12-02 11:08:15,,
R0004432,S005,2025-12-02 19:21:06,2025-12-02 19:56:06,19.0
R0004433,S003,2025-12-02 18:51:21,2025-12-02 18:57:21,15.0
R0004434,S014,2025-12-02 18:11:05,2025-12-02 18:13:05,31.0
R0004435,S011,2025-12-02 19:33:50,,40.0
R0004436,S019,2025-12-02 23:07:10,2025-12-02 23:29:10,45.0
R0004437,S033,2025-12-02 20:57:17,2025-12-02 21:15:17,17.0
R0004438,S027,2025-12-02 23:04:57,2025-12-02 23:38:57,38.0
R0004439,S015,2025-12-02 22:18:10,2025-12-02 22:23:10,29.0
R0004440,S015,2025-12-02 21:10:45,2025-12-02 21:37:45,36.0
R0004441,S031,2025-12-02 10:55:07,2025-12-02 11:20:07,27.0
R0004442,S029,2025-12-02 18:48:48,2025-12-02 18:45:48,25.0
R0004443,S015,2025-12-02 15:27:08,2025-12-02 16:07:08,19.0
R0004444,S019,2025-12-02 09:45:55,2025-12-02 10:19:55,46.0
R0004445,S029,2025-12-02 20:58:31,2025-12-02 21:09:31,27.0
R0004446,S028,2025-12-02 15:43:01,2025-12-02 16:05:01,18.0
R0004447,S008,2025-12-02 14:10:46,,
R0004448,S016,2025-12-02 08:17:27,,
R0004449,S011,2025-12-02 16:15:52,2025-12-02 16:42:52,31.0
R0004450,S029,2025-12-02 18:59:27,2025-12-02 18:51:27,7.0
R0004451,S024,2025-12-02 20:54:32,2025-12-02 21:42:32,34.0
R0004452,S013,2025-12-02 20:31:29,2025-12-02 20:25:29,32.0
R0004453,S029,2025-12-02 11:17:34,2025-12-02 11:29:34,18.0
R0004454,S015,2025-12-02 16:40:28,2025-12-02 17:17:28,33.0
R0004455,S023,2025-12-02 15:54:37,2025-12-02 15:59:37,28.0
R0004456,S028,2025-12-02 22:45:02,2025-12-02 22:50:02,18.0
R0004457,S014,2025-12-02 18:55:38,2025-12-02 19:30:38,46.0
R0004458,S029,2025-12-02 13:55:07,2025-12-02 13:53:07,24.0
R0004459,S013,2025-12-02 20:30:40,2025-12-02 20:40:40,23.0
R0004460,S028,2025-12-02 20:22:59,2025-12-02 20:31:59,29.0
R0004461,S019,2025-12-02 20:47:10,2025-12-02 21:19:10,33.0
R0004462,S005,2025-12-02 15:06:29,2025-12-02 15:19:29,14.0
R0004463,S011,2025-12-02 20:36:34,2025-12-02 21:18:34,42.0
R0004464,S008,2025-12-02 12:49:55,2025-12-02 13:01:55,12.0
R0004465,S019,2025-12-02 19:05:29,2025-12-02 19:44:29,38.0
R0004466,S002,2025-12-02 13:23:17,2025-12-02 13:17:17,9.0
R0004467,S031,2025-12-02 19:50:43,2025-12-02 20:15:43,28.0
R0004468,S003,2025-12-02 07:51:08,2025-12-02 07:30:08,-8.0
R0004469,S028,2025-12-02 12:37:33,2025-12-02 12:57:33,23.0
R0004470,S023,2025-12-02 13:30:08,2025-12-02 14:00:08,27.0
R0004471,S015,2025-12-02 09:49:32,2025-12-02 10:40:32,42.0
R0004472,S019,2025-12-02 15:59:26,2025-12-02 16:05:26,35.0
R0004473,S017,2025-12-02 08:55:39,2025-12-02 09:30:39,23.0
R0004474,S006,2025-12-02 11:43:23,2025-12-02 11:36:23,11.0
R0004475,S033,2025-12-02 20:17:43,2025-12-02 20:44:43,32.0
R0004476,S010,2025-12-02 15:07:58,2025-12-02 15:26:58,11.0
R0004477,S002,2025-12-02 08:01:41,2025-12-02 08:34:41,48.0
R0004478,S008,2025-12-02 19:02:08,2025-12-02 18:50:08,10.0
R0004479,S017,2025-12-02 09:12:23,2025-12-02 09:16:23,30.0
R0004480,S027,2025-12-02 14:56:29,2025-12-02 14:39:29,12.0
R0004481,S031,2025-12-02 13:42:01,2025-12-02 13:40:01,30.0
R0004482,S011,2025-12-02 08:00:37,2025-12-02 08:20:37,17.0
R0004483,S016,2025-12-02 13:24:16,2025-12-02 14:28:16,48.0
R0004484,S005,2025-12-02 18:57:32,,
R0004485,S005,2025-12-02 07:09:20,,8.0
R0004486,S008,2025-12-02 15:22:01,2025-12-02 15:36:01,10.0
R0004487,S016,2025-12-02 19:45:04,2025-12-02 20:34:04,29.0
R0004488,S024,2025-12-02 18:19:23,2025-12-02 18:41:23,24.0
R0004489,S023,2025-12-02 13:56:05,,
R0004490,S016,2025-12-02 12:48:45,2025-12-02 13:29:45,43.0
R0004491,S008,2025-12-02 21:01:09,2025-12-02 21:25:09,12.0
R0004492,S005,2025-12-02 20:50:24,2025-12-02 21:11:24,11.0
R0004493,S013,2025-12-02 20:28:44,,38.0
R0004494,S016,2025-12-02 22:03:32,2025-12-02 22:07:32,15.0
R0004495,S033,2025-12-02 07:52:08,2025-12-02 08:09:08,25.0
R0004496,S014,2025-12-02 14:37:37,2025-12-02 14:51:37,30.0
R0004497,S006,2025-12-02 11:45:10,2025-12-02 12:15:10,10.0
R0004498,S033,2025-12-02 19:49:24,2025-12-02 20:27:24,27.0
R0004499,S013,2025-12-02 19:37:30,2025-12-02 19:58:30,26.0
R0004500,S028,2025-12-02 18:41:11,2025-12-02 18:21:11,10.0
R0004501,S015,2025-12-02 08:37:39,2025-12-02 09:13:39,28.0
R0004502,S023,2025-12-02 10:25:32,2025-12-02 10:42:32,31.0
R0004503,S019,2025-12-02 18:25:46,2025-12-02 18:44:46,31.0
R0004504,S029,2025-12-02 14:03:52,2025-12-02 14:46:52,24.0
R0004505,S002,2025-12-02 20:51:12,2025-12-02 21:25:12,11.0
R0004506,S013,2025-12-02 16:51:49,,
R0004507,S010,2025-12-02 22:37:16,2025-12-02 23:40:16,65.0
R0004508,S024,2025-12-02 21:24:13,,
R0004509,S024,2025-12-02 21:55:31,2025-12-02 21:50:31,15.0
R0004510,S008,2025-12-02 12:04:53,2025-12-02 12:16:53,8.0
R0004511,S011,2025-12-02 22:21:56,2025-12-02 22:25:56,31.0
R0004512,S002,2025-12-02 07:48:13,2025-12-02 07:44:13,5.0
R0004513,S016,2025-12-02 17:46:44,2025-12-02 18:20:44,39.0
R0004514,S015,2025-12-02 20:15:06,2025-12-02 20:24:06,32.0
R0004515,S033,2025-12-02 21:00:30,2025-12-02 21:31:30,16.0
R0004516,S002,2025-12-02 21:32:28,2025-12-02 21:23:28,10.0
R0004517,S014,2025-12-02 20:20:25,2025-12-02 20:48:25,44.0
R0004518,S008,2025-12-02 11:32:24,,
R0004519,S010,2025-12-02 19:17:02,2025-12-02 19:05:02,29.0
R0004520,S011,2025-12-02 11:48:39,2025-12-02 11:50:39,35.0
R0004521,S010,2025-12-02 13:20:25,2025-12-02 13:11:25,18.0
R0004522,S010,2025-12-02 15:07:14,2025-12-02 15:47:14,46.0
R0004523,S008,2025-12-02 15:21:21,2025-12-02 15:20:21,10.0
R0004524,S005,2025-12-02 21:19:01,2025-12-02 21:47:01,14.0
R0004525,S024,2025-12-02 14:18:26,,
R0004526,S019,2025-12-02 11:58:34,2025-12-02 12:20:34,34.0
R0004527,S010,2025-12-02 17:17:54,2025-12-02 16:51:54,14.0
R0004528,S024,2025-12-02 15:16:59,2025-12-02 15:33:59,22.0
R0004529,S003,2025-12-02 11:18:05,,
R0004530,S006,2025-12-02 23:14:28,,
R0004531,S006,2025-12-02 14:20:24,2025-12-02 14:37:24,16.0
R0004532,S011,2025-12-02 19:56:15,2025-12-02 20:25:15,35.0
R0004533,S016,2025-12-02 20:58:34,2025-12-02 21:27:34,24.0
R0004534,S010,2025-12-02 15:35:36,2025-12-02 16:10:36,40.0
R0004535,S024,2025-12-02 08:11:37,2025-12-02 08:09:37,27.0
R0004536,S015,2025-12-02 17:23:44,2025-12-02 18:01:44,41.0
R0004537,S010,2025-12-02 07:18:50,2025-12-02 07:55:50,50.0
R0004538,S019,2025-12-02 10:34:13,2025-12-02 11:09:13,19.0
R0004539,S011,2025-12-02 21:36:21,2025-12-02 22:07:21,42.0
R0004540,S010,2025-12-02 11:33:44,2025-12-02 11:59:44,19.0
R0004541,S013,2025-12-02 14:28:33,2025-12-02 14:29:33,30.0
R0004542,S017,2025-12-02 09:14:25,2025-12-02 09:30:25,19.0
R0004543,S010,2025-12-02 19:38:35,2025-12-02 19:24:35,20.0
R0004544,S002,2025-12-02 12:46:18,2025-12-02 13:15:18,5.0
R0004545,S010,2025-12-02 20:15:52,2025-12-02 20:22:52,33.0
R0004546,S002,2025-12-02 07:59:38,2025-12-02 07:50:38,7.0
R0004547,S008,2025-12-02 09:37:14,2025-12-02 10:09:14,6.0
R0004548,S023,2025-12-02 17:22:41,2025-12-02 18:13:41,31.0
R0004549,S013,2025-12-02 19:35:16,2025-12-02 20:00:16,28.0
R0004550,S008,2025-12-02 16:26:52,2025-12-02 16:54:52,10.0
R0004551,S027,2025-12-02 11:37:02,2025-12-02 12:20:02,21.0
R0004552,S005,2025-12-02 10:16:46,2025-12-02 10:06:46,13.0
R0004553,S014,2025-12-02 18:50:54,2025-12-02 19:17:54,42.0
R0004554,S010,2025-12-02 14:09:19,2025-12-02 14:33:19,47.0
R0004555,S010,2025-12-02 13:37:19,2025-12-02 13:54:19,31.0
R0004556,S003,2025-12-02 18:18:53,2025-12-02 18:59:53,40.0
R0004557,S010,2025-12-02 17:48:01,2025-12-02 18:06:01,48.0
R0004558,S033,2025-12-02 12:18:11,,
R0004559,S005,2025-12-02 08:36:41,2025-12-02 09:05:41,16.0
R0004560,S023,2025-12-02 16:08:22,2025-12-02 16:36:22,33.0
R0004561,S031,2025-12-02 17:05:52,2025-12-02 17:15:52,20.0
R0004562,S029,2025-12-02 10:25:24,2025-12-02 10:52:24,20.0
R0004563,S011,2025-12-02 15:40:39,2025-12-02 16:14:39,19.0
R0004564,S031,2025-12-02 14:39:30,2025-12-02 15:32:30,29.0
R0004565,S015,2025-12-02 13:42:28,2025-12-02 13:54:28,26.0
R0004566,S003,2025-12-02 19:56:02,2025-12-02 20:09:02,11.0
R0004567,S016,2025-12-02 19:33:58,,
R0004568,S014,2025-12-02 16:29:35,2025-12-02 17:14:35,47.0
R0004569,S010,2025-12-02 19:40:38,2025-12-02 19:53:38,36.0
R0004570,S006,2025-12-02 13:15:06,,
R0004571,S013,2025-12-02 20:54:12,2025-12-02 21:19:12,28.0
R0004572,S008,2025-12-02 11:10:16,2025-12-02 11:03:16,5.0
R0004573,S003,2025-12-02 08:24:13,2025-12-02 08:11:13,13.0
R0004574,S006,2025-12-02 09:43:17,2025-12-02 09:54:17,11.0
R0004575,S017,2025-12-02 21:27:38,2025-12-02 21:21:38,11.0
R0004576,S033,2025-12-02 14:55:43,2025-12-02 15:08:43,10.0
R0004577,S029,2025-12-02 20:33:21,,19.0
R0004578,S028,2025-12-02 11:21:18,2025-12-02 11:30:18,35.0
R0004579,S002,2025-12-02 14:53:29,2025-12-02 15:57:29,66.0
R0004580,S011,2025-12-02 13:15:31,2025-12-02 13:39:31,27.0
R0004581,S015,2025-12-02 18:31:48,2025-12-02 18:40:48,10.0
R0004582,S023,2025-12-02 22:28:01,2025-12-02 22:16:01,15.0
R0004583,S008,2025-12-02 21:45:04,2025-12-02 21:58:04,13.0
R0004584,S033,2025-12-02 20:20:48,,
R0004585,S008,2025-12-02 21:24:37,2025-12-02 21:58:37,16.0
R0004586,S008,2025-12-02 18:46:02,2025-12-02 18:39:02,15.0
R0004587,S023,2025-12-02 20:35:12,2025-12-02 21:00:12,30.0
R0004588,S013,2025-12-02 17:12:33,2025-12-02 17:52:33,52.0
R0004589,S015,2025-12-02 08:21:13,2025-12-02 08:43:13,27.0
R0004590,S006,2025-12-02 11:28:56,2025-12-02 11:41:56,10.0
R0004591,S024,2025-12-02 19:45:12,,18.0
R0004592,S008,2025-12-02 11:51:10,2025-12-02 12:55:10,63.0
R0004593,S016,2025-12-02 19:33:54,2025-12-02 19:53:54,37.0
R0004594,S024,2025-12-02 15:10:55,2025-12-02 15:46:55,22.0
R0004595,S002,2025-12-02 23:19:18,,
R0004596,S014,2025-12-02 14:42:14,2025-12-02 14:49:14,29.0
R0004597,S003,2025-12-02 11:53:03,2025-12-02 12:15:03,16.0
R0004598,S028,2025-12-02 19:18:20,,
R0004599,S024,2025-12-02 15:40:02,2025-12-02 16:19:02,20.0
R0004600,S033,2025-12-02 08:08:48,2025-12-02 08:08:48,20.0
